name	taxonomy_id	taxonomy_lvl	ERR2270938.bracken.report_num	ERR2270938.bracken.report_frac	ERR2270939.bracken.report_num	ERR2270939.bracken.report_frac	ERR2270940.bracken.report_num	ERR2270940.bracken.report_frac	ERR2270941.bracken.report_num	ERR2270941.bracken.report_frac	ERR2270960.bracken.report_num	ERR2270960.bracken.report_frac	ERR2270961.bracken.report_num	ERR2270961.bracken.report_frac	ERR2270962.bracken.report_num	ERR2270962.bracken.report_frac	ERR2271042.bracken.report_num	ERR2271042.bracken.report_frac	ERR2271043.bracken.report_num	ERR2271043.bracken.report_frac	ERR2271236.bracken.report_num	ERR2271236.bracken.report_frac	ERR2271237.bracken.report_num	ERR2271237.bracken.report_frac
Prevotella copri	165179	S	1	0.00007	1	0.00005	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	4971	0.27078	1	0.00010	0	0.00000	3	0.00020
Prevotella fusca	589436	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	1	0.00005	1	0.00010	0	0.00000	0	0.00000
Bacteroides caccae	47678	S	20	0.00134	9	0.00044	1	0.00005	6	0.00033	1	0.00006	0	0.00000	8	0.00040	987	0.05376	9	0.00089	6	0.00042	336	0.02216
Bacteroides sp. CBA7301	2715212	S	2	0.00013	7	0.00034	0	0.00000	2	0.00011	0	0.00000	0	0.00000	9	0.00045	28	0.00153	2	0.00020	0	0.00000	10	0.00066
Bacteroides uniformis	820	S	1	0.00007	4	0.00020	0	0.00000	124	0.00690	15	0.00084	0	0.00000	158	0.00788	1158	0.06308	532	0.05266	20	0.00138	671	0.04425
Bacteroides ovatus	28116	S	1	0.00007	520	0.02548	1	0.00005	188	0.01046	2	0.00011	0	0.00000	134	0.00668	2248	0.12245	30	0.00297	9	0.00062	184	0.01213
Bacteroides stercoris	46506	S	1	0.00007	3	0.00015	0	0.00000	1026	0.05707	0	0.00000	0	0.00000	2	0.00010	3	0.00016	22	0.00218	0	0.00000	5	0.00033
Bacteroides faecis	674529	S	1	0.00007	5	0.00024	1	0.00005	5	0.00028	0	0.00000	1	0.00008	3	0.00015	557	0.03034	2	0.00020	1	0.00007	4	0.00026
Bacteroides xylanisolvens	371601	S	1	0.00007	167	0.00818	2	0.00011	72	0.00400	8	0.00045	0	0.00000	53	0.00264	984	0.05360	91	0.00901	5	0.00035	894	0.05896
Bacteroides intestinalis	329854	S	1	0.00007	2	0.00010	2	0.00011	4	0.00022	1	0.00006	1	0.00008	2	0.00010	12	0.00065	1	0.00010	0	0.00000	13	0.00086
Phocaeicola dorei	357276	S	1	0.00007	1196	0.05860	1	0.00005	181	0.01007	2	0.00011	0	0.00000	522	0.02602	112	0.00610	209	0.02069	6	0.00042	151	0.00996
Parabacteroides distasonis	823	S	1	0.00007	6	0.00029	0	0.00000	35	0.00195	45	0.00251	0	0.00000	4	0.00020	57	0.00310	31	0.00307	0	0.00000	319	0.02104
Parabacteroides goldsteinii	328812	S	1	0.00007	3	0.00015	1	0.00005	4	0.00022	1	0.00006	0	0.00000	1	0.00005	16	0.00087	2	0.00020	0	0.00000	7	0.00046
Tannerella forsythia	28112	S	3	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Muribaculum gordoncarteri	2530390	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00013
Sodaliphilus pleomorphus	2606626	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	3	0.00016	2	0.00020	0	0.00000	6	0.00040
Proteiniphilum saccharofermentans	1642647	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	1	0.00007
Proteiniphilum sp. JNU-WLY501	2829812	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alistipes megaguti	2364787	S	1	0.00007	1	0.00005	0	0.00000	26	0.00145	0	0.00000	0	0.00000	0	0.00000	35	0.00191	7	0.00069	1	0.00007	27	0.00178
Porphyromonas gingivalis	837	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	5	0.00033
Coprobacter secundus	1501392	S	1	0.00007	0	0.00000	2	0.00011	2	0.00011	0	0.00000	0	0.00000	0	0.00000	1	0.00005	2	0.00020	0	0.00000	93	0.00613
Flavobacterium sp. KBS0721	1179672	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. F-70	2893884	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. IGB 4-14	1871076	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. WSW3-B6	2856519	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium covae	2906076	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium anhuiense	459526	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	3	0.00023	0	0.00000	1	0.00005	0	0.00000	2	0.00014	0	0.00000
Flavobacterium haoranii	683124	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Flavobacterium sediminis	2201181	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium enshiense	1341165	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kordia sp. SMS9	2282170	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kordia antarctica	1218801	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Aquimarina sp. AD1	1714848	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Aquimarina sp. BL5	1714860	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polaribacter sp. Q13	2806551	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00013
Polaribacter litorisediminis	1908341	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Muricauda sp. SCSIO 64092	2908842	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nonlabens spongiae	331648	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Zhouia spongiae	2202721	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Maribacter sp. MJ134	2496865	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Olleya aquimaris	639310	S	1	0.00007	0	0.00000	2	0.00011	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sabulilitoribacter sp. BrNp1-15	2916754	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Formosa sp. L2A11	2686363	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Galbibacter sp. BG1	1170699	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amniculibacterium sp. G2-70	2767188	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pukyongia salina	2094025	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aegicerativicinus sediminis	2893202	S	1	0.00007	0	0.00000	1	0.00005	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Capnocytophaga sp. H2931	1945657	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. ZHDP1	2838877	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. DH-B6	2759528	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp.	1871047	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. C-17	2898076	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium gleum	250	S	3	0.00020	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium indologenes	253	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	1	0.00005	0	0.00000	1	0.00007	0	0.00000
Chryseobacterium nepalense	1854498	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium camelliae	1265445	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Elizabethkingia sp. JS20170427COW	2583851	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Elizabethkingia sp. M8	2796140	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Empedobacter stercoris	1628248	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Blattabacterium clevelandi	164516	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Algoriphagus sanaruensis	1727163	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	3	0.00017	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Algoriphagus sp. NBT04N3	2705473	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mongoliitalea daihaiensis	2782006	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Echinicola rosea	1807691	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00013
Dyadobacter sp. LJ419	2906456	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leadbetterella byssophila	316068	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arcticibacterium luteifluviistationis	1784714	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hymenobacter jejuensis	2502781	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseolinea soli	2321403	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Sphingobacterium multivorum	28454	S	3	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Mucilaginibacter mallensis	652787	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Mucilaginibacter sp. SMC90	2929803	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudopedobacter saltans	151895	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Salinibacter ruber	146919	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	1	0.00007	0	0.00000
Chitinophaga agri	2703787	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Filimonas lacunae	477680	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Chlorobaculum limnaeum	274537	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorobaculum parvum	274539	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorobium limicola	1092	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorobium phaeovibrioides	1094	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ignavibacterium album	591197	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gemmatimonas aurantiaca	173480	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Cloacimonas acidaminovorans	456827	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Akkermansia muciniphila	239935	S	69	0.00463	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	24	0.00238	47	0.00325	1	0.00007
Roseimicrobium sp. ORNL1	2711231	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rosistilla oblonga	2527990	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rubripirellula lacrimiformis	1930273	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Crateriforma conspicua	2527996	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Calycomorphotria hydatis	2528027	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sedimentisphaera cyanobacteriorum	1940790	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Sedimentisphaera salicampi	1941349	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Candidatus Protochlamydia amoebophila	362787	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Candidatus Rhabdochlamydia oedothoracis	2720720	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Treponema ruminis	744515	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	2	0.00020	5	0.00035	0	0.00000
Treponema azotonutricium	150829	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Treponema denticola	158	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Treponema succinifaciens	167	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Treponema brennaborense	81028	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	3	0.00021	1	0.00007
Treponema primitia	88058	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borrelia crocidurae	29520	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borrelia sp. BU AG58	2887345	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borreliella garinii	29519	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borreliella mayonii	1674146	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphaerochaeta globosa	1131703	S	1	0.00007	1	0.00005	1	0.00005	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Sphaerochaeta pleomorpha	1131707	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanispirochaeta crateris	2518645	S	1	0.00007	1	0.00005	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachyspira hyodysenteriae	159	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	3	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Brachyspira hampsonii	1287055	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Fusobacterium nucleatum	851	S	6	0.00040	0	0.00000	40	0.00219	1	0.00006	2	0.00011	2	0.00015	1	0.00005	0	0.00000	3	0.00030	0	0.00000	0	0.00000
Fusobacterium ulcerans	861	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	1	0.00005	2	0.00020	0	0.00000	1	0.00007
Fusobacterium pseudoperiodonticum	2663009	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Leptotrichia sp. oral taxon 212	712357	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermotoga profunda	1508420	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermosipho ferrireducens	2571116	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesotoga prima	1184387	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Nanosynbacter sp. HMT-352	2899133	S	2	0.00013	0	0.00000	2	0.00011	1	0.00006	4	0.00022	14	0.00108	2	0.00010	1	0.00005	1	0.00010	9	0.00062	0	0.00000
Candidatus Nanosynbacter featherlites	2572088	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Babela massiliensis	673862	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cloacibacillus porcorum	1197717	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Pyramidobacter piscolens	638849	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00011	8	0.00079	1	0.00007	0	0.00000
Fretibacterium fastidiosum	651822	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Dictyoglomus thermophilum	14	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dictyoglomus turgidum	513050	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Thermodesulfovibrio yellowstonii	28262	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paludibaculum fermentans	1473598	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Homo sapiens	9606	S	754	0.05059	485	0.02376	440	0.02410	315	0.01752	1485	0.08286	657	0.05084	578	0.02881	126	0.00686	75	0.00742	213	0.01474	573	0.03779
Neurospora crassa	5141	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermothelomyces thermophilus	78579	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyricularia oryzae	318829	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Pyricularia pennisetigena	1578925	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fusarium poae	36050	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aspergillus flavus	5059	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharomyces cerevisiae	4932	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharomyces eubayanus	1080349	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tetrapisispora blattae	1071379	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	1	0.00006	0	0.00000	2	0.00010	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Zygotorulaspora mrakii	42260	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Babesia bigemina	5866	S	51	0.00342	57	0.00279	66	0.00361	0	0.00000	369	0.02059	292	0.02260	57	0.00284	0	0.00000	0	0.00000	102	0.00706	1	0.00007
Babesia microti	5868	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Theileria equi	5872	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plasmodium berghei	5821	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
