ERR2270938_all	ERR2270939_all	ERR2270940_all	ERR2270941_all	ERR2270960_all	ERR2270961_all	ERR2270962_all	ERR2271042_all	ERR2271043_all	ERR2271236_all	ERR2271237_all	lvl_type	name
0	0	1	0	0	1	0	1	2	1	0	G1	unclassified Erysipelothrix
0	0	0	0	0	0	0	1	2	1	0	S	Erysipelothrix sp. HDW6B
0	0	0	0	0	1	0	0	0	0	0	S	Erysipelothrix sp. HDW6A
0	0	1	0	0	0	0	0	0	0	0	S	Erysipelothrix sp. HDW6C
0	0	0	0	1	0	0	1	1	0	1	S	Erysipelothrix rhusiopathiae
0	0	0	0	0	0	1	0	0	0	0	S	Erysipelothrix inopinata
0	1	0	0	0	0	1	1	2	6	1	G	Intestinibaculum
0	1	0	0	0	0	1	1	2	6	1	S	Intestinibaculum porci
1	1	1	0	2	1	0	0	3	0	0	G	Bulleidia
1	1	1	0	2	1	0	0	3	0	0	G1	unclassified Bulleidia
1	1	1	0	2	1	0	0	3	0	0	S	Bulleidia sp. zg-1006
1	0	0	0	0	0	1	0	0	4	2	G	Allobaculum
0	0	0	0	0	0	0	0	0	2	2	S	Allobaculum mucolyticum
1	0	0	0	0	0	1	0	0	2	0	G1	unclassified Allobaculum
1	0	0	0	0	0	1	0	0	2	0	S	Allobaculum sp. Allo2
0	0	0	0	0	0	0	0	1	0	1	G	Faecalibaculum
0	0	0	0	0	0	0	0	1	0	1	S	Faecalibaculum rodentium
89	0	2	7	53	142	3	4	4	17	1	F	Turicibacteraceae
89	0	2	7	53	142	3	4	4	17	1	G	Turicibacter
81	0	2	2	38	130	3	3	4	17	1	G1	unclassified Turicibacter
77	0	2	2	36	124	2	2	3	15	1	S	Turicibacter sp. H121
3	0	0	0	2	3	1	1	1	2	0	S	Turicibacter sp. TJ11
7	0	0	5	15	10	0	1	0	0	0	S	Turicibacter sanguinis
188	91	2800	187	22	11	258	25	198	69	29	C	Negativicutes
172	87	2790	161	19	8	255	2	172	53	19	O	Veillonellales
172	87	2790	161	19	8	255	2	172	53	19	F	Veillonellaceae
159	87	2787	7	17	8	255	1	4	39	2	G	Veillonella
27	11	877	2	12	0	140	1	1	24	1	S	Veillonella parvula
9	2	224	2	4	0	50	0	0	9	0	S1	Veillonella parvula HSIVP1
33	17	684	1	1	2	37	0	0	5	1	G1	unclassified Veillonella
33	17	684	1	1	2	37	0	0	5	1	S	Veillonella sp. S12025-13
36	11	538	2	1	2	25	0	0	2	0	S	Veillonella nakazawae
26	21	265	0	0	1	16	0	0	3	0	S	Veillonella dispar
21	22	234	0	0	1	24	0	1	2	0	S	Veillonella atypica
1	1	17	0	2	1	0	0	1	1	0	S	Veillonella rodentium
10	0	3	152	1	0	0	0	154	11	13	G	Dialister
3	0	1	0	1	0	0	0	55	3	6	S	Dialister pneumosintes
1	0	0	30	0	0	0	0	5	0	1	S	Dialister massiliensis
0	0	0	29	0	0	0	0	5	0	1	S	Dialister hominis
2	0	0	2	1	0	0	1	14	3	4	G	Megasphaera
0	0	0	1	1	0	0	0	7	2	2	S	Megasphaera elsdenii
0	0	0	0	0	0	0	0	1	1	0	S1	Megasphaera elsdenii DSM 20460
1	0	0	1	0	0	0	0	2	1	2	S	Megasphaera stantonii
1	0	0	0	0	0	0	1	4	0	0	S	Megasphaera massiliensis
13	3	5	19	3	3	3	2	14	7	5	O	Selenomonadales
13	3	3	19	3	2	1	1	10	7	5	F	Selenomonadaceae
4	1	1	16	0	2	1	0	2	0	3	G	Megamonas
2	0	0	16	0	2	1	0	2	0	2	S	Megamonas funiformis
2	1	1	0	0	0	0	0	0	0	1	S	Megamonas hypermegale
7	1	2	3	2	0	0	1	6	6	2	G	Selenomonas
4	0	1	0	0	0	0	0	1	2	1	S	Selenomonas ruminantium
4	0	1	0	0	0	0	0	1	2	1	S1	Selenomonas ruminantium subsp. lactilytica
4	0	1	0	0	0	0	0	1	2	1	S2	Selenomonas ruminantium subsp. lactilytica TAM6421
1	1	1	1	2	0	0	0	1	1	0	S	Selenomonas sputigena
1	1	1	1	2	0	0	0	1	1	0	S1	Selenomonas sputigena ATCC 35185
0	0	0	1	0	0	0	1	1	1	1	S	Selenomonas timonae
1	0	0	1	0	0	0	0	2	1	0	G1	unclassified Selenomonas
1	0	0	1	0	0	0	0	0	0	0	S	Selenomonas sp. oral taxon 920
0	0	0	0	0	0	0	0	0	1	0	S	Selenomonas sp. oral taxon 478
0	0	0	0	0	0	0	0	1	0	0	S	Selenomonas sp. oral taxon 126
2	1	0	0	1	0	0	0	1	1	0	G	Pectinatus
2	1	0	0	1	0	0	0	1	1	0	S	Pectinatus frisingensis
0	0	2	0	0	1	2	1	4	0	0	F	Sporomusaceae
0	0	2	0	0	1	2	0	2	0	0	G	Pelosinus
0	0	0	0	0	1	2	0	2	0	0	G1	unclassified Pelosinus
0	0	0	0	0	1	2	0	2	0	0	S	Pelosinus sp. UFO1
0	0	2	0	0	0	0	0	0	0	0	S	Pelosinus fermentans
0	0	2	0	0	0	0	0	0	0	0	S1	Pelosinus fermentans JBW45
0	0	0	0	0	0	0	0	2	0	0	G	Sporomusa
0	0	0	0	0	0	0	0	2	0	0	S	Sporomusa termitida
0	0	0	0	0	0	0	1	0	0	0	G	Methylomusa
0	0	0	0	0	0	0	1	0	0	0	S	Methylomusa anaerophila
3	1	5	7	0	0	0	21	11	9	5	O	Acidaminococcales
3	1	5	7	0	0	0	21	11	9	5	F	Acidaminococcaceae
2	0	2	7	0	0	0	21	7	8	3	G	Phascolarctobacterium
2	0	1	0	0	0	0	20	5	8	1	G1	unclassified Phascolarctobacterium
2	0	1	0	0	0	0	20	5	8	1	S	Phascolarctobacterium sp. Marseille-Q4147
0	0	1	7	0	0	0	1	2	0	2	S	Phascolarctobacterium faecium
1	1	3	0	0	0	0	0	4	1	2	G	Acidaminococcus
0	1	2	0	0	0	0	0	1	0	2	S	Acidaminococcus fermentans
0	1	2	0	0	0	0	0	1	0	2	S1	Acidaminococcus fermentans DSM 20731
1	0	1	0	0	0	0	0	3	1	0	S	Acidaminococcus intestini
10	4	4	6	114	18	1	5	19	11	21	C	Tissierellia
8	4	4	5	111	17	1	5	17	10	21	O	Tissierellales
4	3	4	3	107	8	0	4	13	6	20	F	Peptoniphilaceae
0	0	0	1	73	1	0	0	1	1	1	G	Parvimonas
0	0	0	1	73	1	0	0	1	1	1	S	Parvimonas micra
3	2	1	0	7	2	0	1	1	1	10	G	Anaerococcus
2	1	0	0	2	1	0	0	0	1	1	S	Anaerococcus prevotii
2	1	0	0	2	1	0	0	0	1	1	S1	Anaerococcus prevotii DSM 20548
0	1	1	0	1	1	0	0	0	0	3	S	Anaerococcus vaginalis
0	0	0	0	1	0	0	0	0	0	5	S	Anaerococcus obesiensis
1	0	0	0	1	0	0	1	0	0	0	S	Anaerococcus mediterraneensis
0	1	0	1	13	0	0	2	3	1	2	G	Finegoldia
0	1	0	1	13	0	0	2	3	1	2	S	Finegoldia magna
0	0	0	0	3	0	0	0	3	0	1	S1	Finegoldia magna ATCC 53516
1	0	0	0	4	2	0	1	3	2	7	G	Peptoniphilus
1	0	0	0	3	2	0	1	3	0	6	S	Peptoniphilus harei
0	0	0	0	1	0	0	0	0	2	1	S	Peptoniphilus ivorii
0	0	1	1	8	0	0	0	1	1	0	G	Murdochiella
0	0	1	1	8	0	0	0	1	1	0	S	Murdochiella vaginalis
0	0	2	0	1	1	0	0	1	0	0	G	Miniphocaeibacter
0	0	2	0	1	1	0	0	1	0	0	S	Miniphocaeibacter halophilus
0	0	0	0	0	1	0	0	2	0	0	G	Helcococcus
0	0	0	0	0	1	0	0	2	0	0	S	Helcococcus kunzii
2	1	0	2	3	5	1	0	3	4	1	F	Tissierellaceae
0	0	0	1	0	3	1	0	1	0	1	G	Keratinibaculum
0	0	0	1	0	3	1	0	1	0	1	S	Keratinibaculum paraultunense
0	0	0	0	2	1	0	0	0	2	0	G	Tissierella
0	0	0	0	2	1	0	0	0	2	0	G1	unclassified Tissierella
0	0	0	0	2	1	0	0	0	2	0	S	Tissierella sp. JN-28
1	0	0	1	1	0	0	0	1	1	0	G	Gudongella
1	0	0	1	1	0	0	0	1	1	0	S	Gudongella oleilytica
1	1	0	0	0	1	0	0	1	0	0	G	Schnuerera
1	1	0	0	0	1	0	0	1	0	0	S	Schnuerera ultunensis
1	1	0	0	0	1	0	0	1	0	0	S1	[Clostridium] ultunense Esp
2	0	0	0	1	4	0	1	1	0	0	F	Gottschalkiaceae
2	0	0	0	1	4	0	1	1	0	0	G	Gottschalkia
2	0	0	0	1	4	0	1	1	0	0	S	Gottschalkia acidurici
2	0	0	0	1	4	0	1	1	0	0	S1	Gottschalkia acidurici 9a
2	0	0	1	3	1	0	0	2	1	0	C1	Tissierellia incertae sedis
1	0	0	0	3	1	0	0	2	0	0	G	Sedimentibacter
1	0	0	0	3	1	0	0	2	0	0	G1	unclassified Sedimentibacter
1	0	0	0	3	1	0	0	2	0	0	S	Sedimentibacter sp. zth1
1	0	0	1	0	0	0	0	0	1	0	G	Ezakiella
1	0	0	1	0	0	0	0	0	1	0	S	Ezakiella massiliensis
1	0	0	1	1	0	0	0	0	1	0	P1	Firmicutes sensu stricto incertae sedis
1	0	0	1	1	0	0	0	0	1	0	G	Ndongobacter
1	0	0	1	1	0	0	0	0	1	0	S	Ndongobacter massiliensis
0	0	0	0	0	0	0	0	1	0	0	P1	unclassified Firmicutes sensu stricto
0	0	0	0	0	0	0	0	1	0	0	S	endosymbiont 'TC1' of Trimyema compressum
2571	10420	142	8043	865	205	11959	488	560	4982	365	P	Actinobacteria
2549	10354	30	5276	80	204	11953	435	253	3841	261	C	Actinomycetia
2411	10298	8	5147	7	19	11878	384	174	3602	147	O	Bifidobacteriales
2411	10298	8	5147	7	19	11878	384	174	3602	147	F	Bifidobacteriaceae
2411	10296	8	5147	6	18	11877	384	174	3602	147	G	Bifidobacterium
2	7	1	29	2	2	8346	4	5	1714	0	S	Bifidobacterium catenulatum
2	4	1	22	2	2	7894	4	1	986	0	S1	Bifidobacterium catenulatum subsp. kashiwanohense
0	2	0	6	1	0	2888	1	0	231	0	S2	Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854
1	2	0	8	1	1	1161	0	0	282	0	S2	Bifidobacterium kashiwanohense PV20-2
21	8414	1	17	0	2	757	0	0	15	1	S	Bifidobacterium breve
0	38	0	0	0	0	8	0	0	0	0	S1	Bifidobacterium breve JCM 7019
1	22	0	0	0	0	15	0	0	0	0	S1	Bifidobacterium breve JCM 7017
0	24	0	0	0	0	2	0	0	0	0	S1	Bifidobacterium breve 12L
1	14	0	0	0	0	5	0	0	4	1	S1	Bifidobacterium breve 689b
0	16	0	0	0	0	5	0	0	0	0	S1	Bifidobacterium breve ACS-071-V-Sch8b
0	8	0	0	0	0	1	0	0	0	0	S1	Bifidobacterium breve NCFB 2258
0	7	0	0	0	0	1	0	0	0	0	S1	Bifidobacterium breve S27
2206	603	2	942	1	12	276	272	126	772	136	S	Bifidobacterium longum
151	68	0	77	0	1	51	27	12	79	14	S1	Bifidobacterium longum subsp. longum
8	0	0	35	0	0	1	2	1	0	0	S2	Bifidobacterium longum subsp. longum GT15
24	1	0	1	0	0	8	0	0	2	0	S2	Bifidobacterium longum subsp. longum F8
7	0	0	0	0	0	2	1	1	5	0	S2	Bifidobacterium longum subsp. longum KACC 91563
0	1	0	4	0	0	0	0	0	0	1	S2	Bifidobacterium longum subsp. longum BBMN68
0	0	0	0	0	0	1	0	0	0	0	S2	Bifidobacterium longum subsp. longum JDM301
0	0	0	1	0	0	0	0	0	0	0	S2	Bifidobacterium longum subsp. longum EK13
1	0	0	0	0	0	0	0	0	0	0	S2	Bifidobacterium longum subsp. longum JCM 1217
89	40	0	47	0	1	74	10	3	38	1	S1	Bifidobacterium longum subsp. infantis
11	5	0	20	0	0	0	0	0	7	0	S2	Bifidobacterium longum subsp. infantis 157F
0	1	0	0	0	0	0	0	0	0	0	S2	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
5	25	1	12	0	1	12	0	0	7	0	S1	Bifidobacterium longum DJO10A
14	5	0	6	0	0	2	0	0	8	0	S1	Bifidobacterium longum NCC2705
2	0	0	4	0	0	0	0	0	2	0	S1	Bifidobacterium longum E18
4	0	0	0	0	0	2	0	0	0	1	S1	Bifidobacterium longum subsp. suillum
5	5	3	3276	0	0	210	0	20	103	0	S	Bifidobacterium adolescentis
1	0	0	184	0	0	26	0	0	9	0	S1	Bifidobacterium adolescentis ATCC 15703
12	4	0	44	0	1	1522	12	1	456	0	S	Bifidobacterium pseudocatenulatum
2	0	0	0	0	0	238	0	0	54	0	S1	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
1	3	1	570	2	0	26	81	7	235	1	S	Bifidobacterium bifidum
0	0	0	17	0	0	0	3	0	7	0	S1	Bifidobacterium bifidum PRL2010
0	0	0	12	1	0	0	2	0	8	0	S1	Bifidobacterium bifidum S17
0	0	0	1	0	0	0	0	0	0	0	S1	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
0	0	0	1	0	0	0	0	0	0	0	S1	Bifidobacterium bifidum BGN4
0	2	0	10	0	0	35	0	0	86	1	S	Bifidobacterium angulatum
0	0	0	5	0	0	16	0	0	58	0	S1	Bifidobacterium angulatum DSM 20098 = JCM 7096
5	3	0	56	0	0	11	0	0	5	0	S	Bifidobacterium dentium
0	43	0	1	0	0	10	0	1	2	0	S	Bifidobacterium animalis
0	10	0	0	0	0	2	0	0	0	0	S1	Bifidobacterium animalis subsp. lactis
0	3	0	0	0	0	0	0	0	0	0	S2	Bifidobacterium animalis subsp. lactis ATCC 27673
0	0	0	0	0	0	2	0	0	0	0	S2	Bifidobacterium animalis subsp. lactis KLDS2.0603
0	4	0	0	0	0	0	0	0	0	0	S1	Bifidobacterium animalis subsp. animalis
0	9	0	0	0	0	2	0	1	3	0	S	Bifidobacterium scardovii
0	9	0	0	0	0	2	0	1	3	0	S1	Bifidobacterium scardovii JCM 12489 = DSM 13734
1	8	0	1	0	0	1	0	0	4	0	S	Bifidobacterium pseudolongum
0	4	0	0	0	0	0	0	0	1	0	S1	Bifidobacterium pseudolongum PV8-2
0	2	0	0	0	0	0	0	0	0	0	S1	Bifidobacterium pseudolongum subsp. globosum
0	1	0	0	0	0	0	0	0	0	0	S2	Bifidobacterium pseudolongum subsp. globosum DSM 20092
0	0	0	0	0	0	0	0	0	1	0	S1	Bifidobacterium pseudolongum subsp. pseudolongum
0	3	0	5	0	0	4	0	0	1	0	S	Bifidobacterium pullorum
0	3	0	5	0	0	4	0	0	1	0	S1	Bifidobacterium pullorum subsp. gallinarum
3	2	0	0	0	0	1	0	0	1	0	S	Bifidobacterium eulemuris
0	2	0	0	0	0	1	0	0	3	0	S	Bifidobacterium imperatoris
0	4	0	0	0	0	0	0	0	0	1	S	Bifidobacterium saguini
1	1	0	1	0	0	1	0	0	0	0	S	Bifidobacterium asteroides
0	0	0	1	0	0	0	0	1	1	0	S	Bifidobacterium lemurum
0	0	0	2	0	0	0	0	1	0	0	S	Bifidobacterium thermophilum
0	1	0	1	0	0	0	0	0	1	0	S	Bifidobacterium subtile
1	0	0	0	0	0	0	0	0	0	0	S	Bifidobacterium actinocoloniiforme
1	0	0	0	0	0	0	0	0	0	0	S1	Bifidobacterium actinocoloniiforme DSM 22766
0	0	0	0	1	1	1	0	0	0	0	G	Gardnerella
0	0	0	0	1	1	0	0	0	0	0	S	Gardnerella vaginalis
0	0	0	0	0	1	0	0	0	0	0	S1	Gardnerella vaginalis 409-05
0	0	0	0	0	0	1	0	0	0	0	S	Gardnerella leopoldii
37	2	2	11	47	139	45	2	5	40	3	O	Actinomycetales
37	2	2	11	47	139	45	2	5	40	3	F	Actinomycetaceae
25	0	2	4	16	99	31	0	1	17	1	G	Schaalia
24	0	1	3	16	93	28	0	1	15	0	S	Schaalia odontolytica
0	0	1	0	0	4	2	0	0	1	0	S	Schaalia meyeri
1	0	0	0	0	1	0	0	0	0	1	G1	unclassified Schaalia
0	0	0	0	0	0	0	0	0	0	1	S	Schaalia sp. 19OD2882
0	0	0	0	0	1	0	0	0	0	0	S	Schaalia sp. ZJ405
1	0	0	0	0	0	0	0	0	0	0	S	Schaalia sp. JY-X169
0	0	0	1	0	0	1	0	0	0	0	S	Schaalia turicensis
9	2	0	4	29	33	13	1	4	22	0	G	Actinomyces
3	0	0	1	17	17	6	0	0	5	0	S	Actinomyces naeslundii
1	0	0	1	9	10	0	0	1	7	0	S	Actinomyces pacaensis
2	1	0	0	1	2	4	0	3	5	0	G1	unclassified Actinomyces
0	1	0	0	1	1	0	0	0	2	0	S	Actinomyces sp. HMT 175
0	0	0	0	0	0	3	0	0	1	0	S	Actinomyces sp. oral taxon 171
0	0	0	0	0	0	3	0	0	1	0	S1	Actinomyces sp. oral taxon 171 str. F0337
0	0	0	0	0	1	0	0	1	0	0	S	Actinomyces sp. zg-332
1	0	0	0	0	0	0	0	0	1	0	S	Actinomyces sp. oral taxon 414
0	0	0	0	0	0	0	0	0	1	0	S	Actinomyces sp. oral taxon 169
0	0	0	0	0	0	0	0	1	0	0	S	Actinomyces sp. MAS-1
0	0	0	0	0	0	0	0	1	0	0	S	Actinomyces sp. Chiba101
0	0	0	0	0	0	1	0	0	0	0	S	Actinomyces sp. Z16
1	1	0	0	1	2	3	0	0	2	0	S	Actinomyces oris
0	0	0	0	1	1	3	0	0	2	0	S1	Actinomyces oris K20
0	0	0	0	1	1	0	1	0	0	0	S	Actinomyces qiguomingii
0	0	0	0	0	0	0	0	0	1	0	S	Actinomyces respiraculi
0	0	0	1	0	0	0	0	0	0	0	S	Actinomyces wuliandei
1	0	0	0	0	0	0	0	0	0	0	S	Actinomyces weissii
1	0	0	0	0	0	0	0	0	0	0	S	Actinomyces faecalis
0	0	0	0	1	2	0	1	0	0	0	G	Trueperella
0	0	0	0	1	2	0	0	0	0	0	S	Trueperella pyogenes
3	0	0	1	0	0	0	0	0	0	0	G	Fannyhessea
3	0	0	1	0	0	0	0	0	0	0	S	Fannyhessea vaginae
0	0	0	0	0	3	0	0	0	0	0	G	Pauljensenia
0	0	0	0	0	3	0	0	0	0	0	S	Pauljensenia hongkongensis
0	0	0	0	0	0	0	0	0	1	1	G	Arcanobacterium
0	0	0	0	0	0	0	0	0	0	1	G1	unclassified Arcanobacterium
0	0	0	0	0	0	0	0	0	0	1	S	Arcanobacterium sp. 2701
0	0	0	0	0	0	0	0	0	1	0	S	Arcanobacterium haemolyticum
0	0	0	1	0	0	0	0	0	0	1	G	Flaviflexus
0	0	0	0	0	0	0	0	0	0	1	S	Flaviflexus salsibiostraticola
0	0	0	1	0	0	0	0	0	0	0	S	Flaviflexus ciconiae
0	0	0	0	0	0	1	0	0	0	0	G	Nanchangia
0	0	0	0	0	0	1	0	0	0	0	S	Nanchangia anserum
0	0	0	0	1	0	0	0	0	0	0	G	Boudabousia
0	0	0	0	1	0	0	0	0	0	0	S	Boudabousia tangfeifanii
0	0	0	1	0	0	0	0	0	0	0	G	Changpingibacter
0	0	0	1	0	0	0	0	0	0	0	S	Changpingibacter yushuensis
28	3	6	27	3	10	8	12	22	79	24	O	Corynebacteriales
10	3	2	7	2	2	1	4	4	53	4	F	Corynebacteriaceae
10	3	2	7	2	2	1	4	4	53	4	G	Corynebacterium
0	0	0	0	0	0	0	0	0	38	0	S	Corynebacterium argentoratense
0	0	0	0	0	0	0	0	0	38	0	S1	Corynebacterium argentoratense DSM 44202
1	0	0	0	0	0	1	0	0	1	0	S	Corynebacterium amycolatum
0	0	0	0	0	0	0	0	0	2	0	S	Corynebacterium riegelii
0	0	0	0	0	0	0	0	0	2	0	S	Corynebacterium propinquum
0	0	0	0	1	1	0	0	0	0	0	S	Corynebacterium xerosis
0	0	0	1	0	0	0	1	0	0	0	S	Corynebacterium nuruki
0	0	0	1	0	0	0	1	0	0	0	S1	Corynebacterium nuruki S6-4
0	0	0	1	0	0	0	0	1	0	0	G1	unclassified Corynebacterium
0	0	0	0	0	0	0	0	1	0	0	S	Corynebacterium sp. sy039
0	0	0	1	0	0	0	0	0	0	0	S	Corynebacterium sp. NML98-0116
0	1	0	0	0	0	0	0	0	1	0	S	Corynebacterium diphtheriae
1	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium maris
1	0	0	0	0	0	0	0	0	1	0	S1	Corynebacterium maris DSM 45190
1	0	0	0	1	0	0	0	0	0	0	S	Corynebacterium casei
1	0	0	0	1	0	0	0	0	0	0	S1	Corynebacterium casei LMG S-19264
1	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium kroppenstedtii
1	0	1	0	0	0	0	0	0	0	0	S	Corynebacterium rouxii
0	0	0	0	0	0	0	0	0	0	1	S	Corynebacterium flavescens
0	0	0	0	0	0	0	0	0	0	1	S	Corynebacterium aurimucosum
0	0	0	0	0	0	0	0	0	0	1	S	Corynebacterium glutamicum
0	0	0	0	0	0	0	0	0	0	1	S	Corynebacterium segmentosum
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium lujinxingii
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium cyclohexanicum
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium camporealensis
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium phocae
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium efficiens
0	0	0	0	0	0	0	0	0	1	0	S1	Corynebacterium efficiens YS-314
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium crudilactis
0	0	0	0	0	0	0	0	0	1	0	S	Corynebacterium jeikeium
0	0	0	0	0	0	0	0	1	0	0	S	Corynebacterium kefirresidentii
0	0	0	0	0	0	0	0	1	0	0	S	Corynebacterium ammoniagenes
0	0	0	0	0	0	0	1	0	0	0	S	Corynebacterium cystitidis
0	0	0	0	0	0	0	1	0	0	0	S	Corynebacterium glaucum
0	0	0	0	0	0	0	1	0	0	0	S	Corynebacterium provencense
0	0	0	0	0	1	0	0	0	0	0	S	Corynebacterium ulcerans
0	0	0	0	0	1	0	0	0	0	0	S1	Corynebacterium ulcerans FRC11
0	0	0	1	0	0	0	0	0	0	0	S	Corynebacterium frankenforstense
0	0	0	1	0	0	0	0	0	0	0	S1	Corynebacterium frankenforstense DSM 45800
0	0	0	1	0	0	0	0	0	0	0	S	Corynebacterium lactis
0	0	0	1	0	0	0	0	0	0	0	S1	Corynebacterium lactis RW2-5
0	0	0	1	0	0	0	0	0	0	0	S	Corynebacterium liangguodongii
0	0	0	1	0	0	0	0	0	0	0	S	Corynebacterium halotolerans
0	0	0	1	0	0	0	0	0	0	0	S1	Corynebacterium halotolerans YIM 70093 = DSM 44683
0	1	0	0	0	0	0	0	0	0	0	S	Corynebacterium callunae
0	1	0	0	0	0	0	0	0	0	0	S1	Corynebacterium callunae DSM 20147
1	0	0	0	0	0	0	0	0	0	0	S	Corynebacterium aquilae
1	0	0	0	0	0	0	0	0	0	0	S1	Corynebacterium aquilae DSM 44791
8	0	1	13	1	6	6	6	11	15	13	F	Mycobacteriaceae
4	0	0	7	1	5	5	6	3	7	6	G	Mycobacterium
4	0	0	4	0	5	4	4	1	2	1	G1	Mycobacterium tuberculosis complex
4	0	0	4	0	5	4	4	1	2	1	S	Mycobacterium canettii
0	0	0	1	1	0	1	1	0	1	0	G1	Mycobacterium simiae complex
0	0	0	0	0	0	0	0	0	1	0	S	Mycobacterium shigaense
0	0	0	0	0	0	0	1	0	0	0	S	Mycobacterium parmense
0	0	0	0	0	0	1	0	0	0	0	S	Mycobacterium simiae
0	0	0	0	1	0	0	0	0	0	0	S	Mycobacterium saskatchewanense
0	0	0	1	0	0	0	0	0	0	0	S	Mycobacterium kubicae
0	0	0	0	0	0	0	0	0	1	1	S	Mycobacterium diernhoferi
0	0	0	0	0	0	0	0	1	1	0	S	Mycobacterium cookii
0	0	0	0	0	0	0	0	0	0	1	S	Mycobacterium paraterrae
0	0	0	0	0	0	0	0	0	0	1	S	Mycobacterium leprae
0	0	0	0	0	0	0	0	0	1	0	S	Mycobacterium heckeshornense
0	0	0	0	0	0	0	0	0	1	0	S	Mycobacterium rufum
0	0	0	0	0	0	0	0	1	0	0	S	Mycobacterium ostraviense
0	0	0	0	0	0	0	1	0	0	0	G1	Mycobacterium avium complex (MAC)
0	0	0	0	0	0	0	1	0	0	0	S	Mycobacterium colombiense
0	0	0	0	0	0	0	1	0	0	0	S1	Mycobacterium colombiense CECT 3035
0	0	0	1	0	0	0	0	0	0	0	S	Mycobacterium conspicuum
0	0	0	1	0	0	0	0	0	0	0	G1	unclassified Mycobacterium
0	0	0	1	0	0	0	0	0	0	0	S	Mycobacterium sp. DL440
2	0	1	5	0	1	1	0	7	5	5	G	Mycolicibacterium
0	0	0	0	0	0	0	0	0	0	2	S	Mycolicibacterium moriokaense
0	0	0	0	0	0	0	0	0	0	2	G1	unclassified Mycolicibacterium
0	0	0	0	0	0	0	0	0	0	2	S	Mycolicibacterium sp. YH-1
0	0	0	0	0	0	0	0	0	2	0	S	Mycolicibacterium anyangense
0	0	0	1	0	0	0	0	1	0	0	S	Mycolicibacterium fortuitum
0	0	0	1	0	0	0	0	0	1	0	S	Mycolicibacterium phlei
1	0	0	0	0	0	0	0	1	0	0	S	Mycolicibacterium aubagnense
0	0	0	0	0	0	0	0	0	0	1	S	Mycolicibacterium baixiangningiae
0	0	0	0	0	0	0	0	0	1	0	S	Mycolicibacterium phocaicum
0	0	0	0	0	0	0	0	0	1	0	S	Mycolicibacterium fluoranthenivorans
0	0	0	0	0	0	0	0	1	0	0	S	Mycolicibacterium rhodesiae
0	0	0	0	0	0	0	0	1	0	0	S1	Mycolicibacterium rhodesiae NBB3
0	0	0	0	0	0	0	0	1	0	0	S	Mycolicibacterium arabiense
0	0	0	0	0	0	0	0	1	0	0	S	Mycolicibacterium fallax
0	0	0	0	0	0	0	0	1	0	0	S	Mycolicibacterium mucogenicum
0	0	0	0	0	0	0	0	1	0	0	S1	Mycolicibacterium mucogenicum DSM 44124
0	0	0	0	0	0	1	0	0	0	0	S	Mycolicibacterium smegmatis
0	0	0	0	0	1	0	0	0	0	0	S	Mycolicibacterium thermoresistibile
0	0	0	1	0	0	0	0	0	0	0	S	Mycolicibacterium rutilum
0	0	0	1	0	0	0	0	0	0	0	S	Mycolicibacterium helvum
0	0	1	0	0	0	0	0	0	0	0	S	Mycolicibacterium alvei
2	0	0	0	0	0	0	0	1	0	1	G	Mycobacteroides
1	0	0	0	0	0	0	0	0	0	1	S	Mycobacteroides abscessus
0	0	0	0	0	0	0	0	1	0	0	S	Mycobacteroides chelonae
1	0	0	0	0	0	0	0	0	0	0	S	Mycobacteroides saopaulense
4	0	3	6	0	0	0	1	5	7	5	F	Nocardiaceae
4	0	1	3	0	0	0	1	1	4	4	G	Rhodococcus
3	0	1	2	0	0	0	0	0	2	0	G1	unclassified Rhodococcus
3	0	0	0	0	0	0	0	0	0	0	S	Rhodococcus sp. W8901
0	0	0	0	0	0	0	0	0	1	0	S	Rhodococcus sp. USK10
0	0	0	0	0	0	0	0	0	1	0	S	Rhodococcus sp. 2G
0	0	0	1	0	0	0	0	0	0	0	S	Rhodococcus sp. X156
0	0	0	1	0	0	0	0	0	0	0	S	Rhodococcus sp. ABRD24
0	0	1	0	0	0	0	0	0	0	0	S	Rhodococcus sp. SGAir0479
0	0	0	0	0	0	0	1	0	1	1	S	Rhodococcus fascians
0	0	0	0	0	0	0	0	0	0	1	S1	Rhodococcus fascians A21d2
0	0	0	0	0	0	0	0	0	0	1	S	Rhodococcus koreensis
0	0	0	0	0	0	0	0	0	0	1	S	Rhodococcus equi
0	0	0	0	0	0	0	0	0	1	0	S	Rhodococcus globerulus
