ERR2270938	ERR2270939	ERR2270940	ERR2270941	ERR2270960	ERR2270961	ERR2270962	ERR2271042	ERR2271043	ERR2271236	ERR2271237	lvl_type	name	taxonomy
1	0	0	0	0	0	0	0	0	0	0	s1	Bifidobacterium actinocoloniiforme DSM 22766	na;na;na;na;na;na;na
0	0	0	0	1	1	1	0	0	0	0	g	Gardnerella	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella
0	0	0	0	1	1	0	0	0	0	0	s	Gardnerella vaginalis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella vaginalis
0	0	0	0	0	1	0	0	0	0	0	s1	Gardnerella vaginalis 409-05	na;na;na;na;na;na;na
0	0	0	0	0	0	1	0	0	0	0	s	Gardnerella leopoldii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella leopoldii
37	2	2	11	47	139	45	2	5	40	3	o	Actinomycetales	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales
37	2	2	11	47	139	45	2	5	40	3	f	Actinomycetaceae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae
25	0	2	4	16	99	31	0	1	17	1	g	Schaalia	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia
24	0	1	3	16	93	28	0	1	15	0	s	Schaalia odontolytica	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia odontolytica
0	0	1	0	0	4	2	0	0	1	0	s	Schaalia meyeri	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia meyeri
1	0	0	0	0	1	0	0	0	0	1	g1	unclassified Schaalia	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	1	s	Schaalia sp. 19OD2882	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia sp. 19OD2882
0	0	0	0	0	1	0	0	0	0	0	s	Schaalia sp. ZJ405	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia sp. ZJ405
1	0	0	0	0	0	0	0	0	0	0	s	Schaalia sp. JY-X169	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia sp. JY-X169
0	0	0	1	0	0	1	0	0	0	0	s	Schaalia turicensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia turicensis
9	2	0	4	29	33	13	1	4	22	0	g	Actinomyces	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
3	0	0	1	17	17	6	0	0	5	0	s	Actinomyces naeslundii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii
1	0	0	1	9	10	0	0	1	7	0	s	Actinomyces pacaensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces pacaensis
2	1	0	0	1	2	4	0	3	5	0	g1	unclassified Actinomyces	na;na;na;na;na;na;na
0	1	0	0	1	1	0	0	0	2	0	s	Actinomyces sp. HMT 175	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. HMT 175
0	0	0	0	0	0	3	0	0	1	0	s	Actinomyces sp. oral taxon 171	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 171
0	0	0	0	0	0	3	0	0	1	0	s1	Actinomyces sp. oral taxon 171 str. F0337	na;na;na;na;na;na;na
0	0	0	0	0	1	0	0	1	0	0	s	Actinomyces sp. zg-332	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. zg-332
1	0	0	0	0	0	0	0	0	1	0	s	Actinomyces sp. oral taxon 414	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 414
0	0	0	0	0	0	0	0	0	1	0	s	Actinomyces sp. oral taxon 169	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 169
0	0	0	0	0	0	0	0	1	0	0	s	Actinomyces sp. MAS-1	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. MAS-1
0	0	0	0	0	0	0	0	1	0	0	s	Actinomyces sp. Chiba101	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. Chiba101
0	0	0	0	0	0	1	0	0	0	0	s	Actinomyces sp. Z16	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. Z16
1	1	0	0	1	2	3	0	0	2	0	s	Actinomyces oris	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris
0	0	0	0	1	1	3	0	0	2	0	s1	Actinomyces oris K20	na;na;na;na;na;na;na
0	0	0	0	1	1	0	1	0	0	0	s	Actinomyces qiguomingii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces qiguomingii
0	0	0	0	0	0	0	0	0	1	0	s	Actinomyces respiraculi	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces respiraculi
0	0	0	1	0	0	0	0	0	0	0	s	Actinomyces wuliandei	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces wuliandei
1	0	0	0	0	0	0	0	0	0	0	s	Actinomyces weissii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces weissii
1	0	0	0	0	0	0	0	0	0	0	s	Actinomyces faecalis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces faecalis
0	0	0	0	1	2	0	1	0	0	0	g	Trueperella	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella
0	0	0	0	1	2	0	0	0	0	0	s	Trueperella pyogenes	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella pyogenes
3	0	0	1	0	0	0	0	0	0	0	g	Fannyhessea	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea
3	0	0	1	0	0	0	0	0	0	0	s	Fannyhessea vaginae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea vaginae
0	0	0	0	0	3	0	0	0	0	0	g	Pauljensenia	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia
0	0	0	0	0	3	0	0	0	0	0	s	Pauljensenia hongkongensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hongkongensis
0	0	0	0	0	0	0	0	0	1	1	g	Arcanobacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium
0	0	0	0	0	0	0	0	0	0	1	g1	unclassified Arcanobacterium	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	1	s	Arcanobacterium sp. 2701	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium sp. 2701
0	0	0	0	0	0	0	0	0	1	0	s	Arcanobacterium haemolyticum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium haemolyticum
0	0	0	1	0	0	0	0	0	0	1	g	Flaviflexus	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus
0	0	0	0	0	0	0	0	0	0	1	s	Flaviflexus salsibiostraticola	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus salsibiostraticola
0	0	0	1	0	0	0	0	0	0	0	s	Flaviflexus ciconiae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus ciconiae
0	0	0	0	0	0	1	0	0	0	0	g	Nanchangia	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Nanchangia
0	0	0	0	0	0	1	0	0	0	0	s	Nanchangia anserum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Nanchangia;s__Nanchangia anserum
0	0	0	0	1	0	0	0	0	0	0	g	Boudabousia	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Boudabousia
0	0	0	0	1	0	0	0	0	0	0	s	Boudabousia tangfeifanii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Boudabousia;s__Boudabousia tangfeifanii
0	0	0	1	0	0	0	0	0	0	0	g	Changpingibacter	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Changpingibacter
0	0	0	1	0	0	0	0	0	0	0	s	Changpingibacter yushuensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Changpingibacter;s__Changpingibacter yushuensis
28	3	6	27	3	10	8	12	22	79	24	o	Corynebacteriales	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales
10	3	2	7	2	2	1	4	4	53	4	f	Corynebacteriaceae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae
10	3	2	7	2	2	1	4	4	53	4	g	Corynebacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium
0	0	0	0	0	0	0	0	0	38	0	s	Corynebacterium argentoratense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense
0	0	0	0	0	0	0	0	0	38	0	s1	Corynebacterium argentoratense DSM 44202	na;na;na;na;na;na;na
1	0	0	0	0	0	1	0	0	1	0	s	Corynebacterium amycolatum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium amycolatum
0	0	0	0	0	0	0	0	0	2	0	s	Corynebacterium riegelii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii
0	0	0	0	0	0	0	0	0	2	0	s	Corynebacterium propinquum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum
0	0	0	0	1	1	0	0	0	0	0	s	Corynebacterium xerosis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium xerosis
0	0	0	1	0	0	0	1	0	0	0	s	Corynebacterium nuruki	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium nuruki
0	0	0	1	0	0	0	1	0	0	0	s1	Corynebacterium nuruki S6-4	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	1	0	0	g1	unclassified Corynebacterium	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Corynebacterium sp. sy039	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium sp. sy039
0	0	0	1	0	0	0	0	0	0	0	s	Corynebacterium sp. NML98-0116	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium sp. NML98-0116
0	1	0	0	0	0	0	0	0	1	0	s	Corynebacterium diphtheriae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae
1	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium maris	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium maris
1	0	0	0	0	0	0	0	0	1	0	s1	Corynebacterium maris DSM 45190	na;na;na;na;na;na;na
1	0	0	0	1	0	0	0	0	0	0	s	Corynebacterium casei	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium casei
1	0	0	0	1	0	0	0	0	0	0	s1	Corynebacterium casei LMG S-19264	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium kroppenstedtii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium kroppenstedtii
1	0	1	0	0	0	0	0	0	0	0	s	Corynebacterium rouxii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium rouxii
0	0	0	0	0	0	0	0	0	0	1	s	Corynebacterium flavescens	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium flavescens
0	0	0	0	0	0	0	0	0	0	1	s	Corynebacterium aurimucosum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum
0	0	0	0	0	0	0	0	0	0	1	s	Corynebacterium glutamicum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium glutamicum
0	0	0	0	0	0	0	0	0	0	1	s	Corynebacterium segmentosum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium segmentosum
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium lujinxingii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium lujinxingii
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium cyclohexanicum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium cyclohexanicum
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium camporealensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium camporealensis
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium phocae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium phocae
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium efficiens	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium efficiens
0	0	0	0	0	0	0	0	0	1	0	s1	Corynebacterium efficiens YS-314	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium crudilactis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium crudilactis
0	0	0	0	0	0	0	0	0	1	0	s	Corynebacterium jeikeium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium jeikeium
0	0	0	0	0	0	0	0	1	0	0	s	Corynebacterium kefirresidentii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii
0	0	0	0	0	0	0	0	1	0	0	s	Corynebacterium ammoniagenes	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium ammoniagenes
0	0	0	0	0	0	0	1	0	0	0	s	Corynebacterium cystitidis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium cystitidis
0	0	0	0	0	0	0	1	0	0	0	s	Corynebacterium glaucum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium glaucum
0	0	0	0	0	0	0	1	0	0	0	s	Corynebacterium provencense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium provencense
0	0	0	0	0	1	0	0	0	0	0	s	Corynebacterium ulcerans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium ulcerans
0	0	0	0	0	1	0	0	0	0	0	s1	Corynebacterium ulcerans FRC11	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Corynebacterium frankenforstense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium frankenforstense
0	0	0	1	0	0	0	0	0	0	0	s1	Corynebacterium frankenforstense DSM 45800	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Corynebacterium lactis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium lactis
0	0	0	1	0	0	0	0	0	0	0	s1	Corynebacterium lactis RW2-5	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Corynebacterium liangguodongii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium liangguodongii
0	0	0	1	0	0	0	0	0	0	0	s	Corynebacterium halotolerans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium halotolerans
0	0	0	1	0	0	0	0	0	0	0	s1	Corynebacterium halotolerans YIM 70093 = DSM 44683	na;na;na;na;na;na;na
0	1	0	0	0	0	0	0	0	0	0	s	Corynebacterium callunae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium callunae
0	1	0	0	0	0	0	0	0	0	0	s1	Corynebacterium callunae DSM 20147	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	0	0	0	s	Corynebacterium aquilae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium aquilae
1	0	0	0	0	0	0	0	0	0	0	s1	Corynebacterium aquilae DSM 44791	na;na;na;na;na;na;na
8	0	1	13	1	6	6	6	11	15	13	f	Mycobacteriaceae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae
4	0	0	7	1	5	5	6	3	7	6	g	Mycobacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
4	0	0	4	0	5	4	4	1	2	1	g1	Mycobacterium tuberculosis complex	na;na;na;na;na;na;na
4	0	0	4	0	5	4	4	1	2	1	s	Mycobacterium canettii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium canettii
0	0	0	1	1	0	1	1	0	1	0	g1	Mycobacterium simiae complex	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Mycobacterium shigaense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium shigaense
0	0	0	0	0	0	0	1	0	0	0	s	Mycobacterium parmense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium parmense
0	0	0	0	0	0	1	0	0	0	0	s	Mycobacterium simiae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium simiae
0	0	0	0	1	0	0	0	0	0	0	s	Mycobacterium saskatchewanense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium saskatchewanense
0	0	0	1	0	0	0	0	0	0	0	s	Mycobacterium kubicae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium kubicae
0	0	0	0	0	0	0	0	0	1	1	s	Mycobacterium diernhoferi	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium diernhoferi
0	0	0	0	0	0	0	0	1	1	0	s	Mycobacterium cookii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium cookii
0	0	0	0	0	0	0	0	0	0	1	s	Mycobacterium paraterrae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium paraterrae
0	0	0	0	0	0	0	0	0	0	1	s	Mycobacterium leprae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium leprae
0	0	0	0	0	0	0	0	0	1	0	s	Mycobacterium heckeshornense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium heckeshornense
0	0	0	0	0	0	0	0	0	1	0	s	Mycobacterium rufum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium rufum
0	0	0	0	0	0	0	0	1	0	0	s	Mycobacterium ostraviense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium ostraviense
0	0	0	0	0	0	0	1	0	0	0	g1	Mycobacterium avium complex (MAC)	na;na;na;na;na;na;na
0	0	0	0	0	0	0	1	0	0	0	s	Mycobacterium colombiense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium colombiense
0	0	0	0	0	0	0	1	0	0	0	s1	Mycobacterium colombiense CECT 3035	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Mycobacterium conspicuum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium conspicuum
0	0	0	1	0	0	0	0	0	0	0	g1	unclassified Mycobacterium	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Mycobacterium sp. DL440	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp. DL440
2	0	1	5	0	1	1	0	7	5	5	g	Mycolicibacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium
0	0	0	0	0	0	0	0	0	0	2	s	Mycolicibacterium moriokaense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium moriokaense
0	0	0	0	0	0	0	0	0	0	2	g1	unclassified Mycolicibacterium	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	2	s	Mycolicibacterium sp. YH-1	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium sp. YH-1
0	0	0	0	0	0	0	0	0	2	0	s	Mycolicibacterium anyangense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium anyangense
0	0	0	1	0	0	0	0	1	0	0	s	Mycolicibacterium fortuitum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium fortuitum
0	0	0	1	0	0	0	0	0	1	0	s	Mycolicibacterium phlei	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium phlei
1	0	0	0	0	0	0	0	1	0	0	s	Mycolicibacterium aubagnense	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium aubagnense
0	0	0	0	0	0	0	0	0	0	1	s	Mycolicibacterium baixiangningiae	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium baixiangningiae
0	0	0	0	0	0	0	0	0	1	0	s	Mycolicibacterium phocaicum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium phocaicum
0	0	0	0	0	0	0	0	0	1	0	s	Mycolicibacterium fluoranthenivorans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium fluoranthenivorans
