#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0001	76	76	14	14	11	11	2	2	17	17	8	8	23	23	1	1	0	0	0	0	0	0	0	0	S1	512566	                    Streptococcus pneumoniae G54
0.0001	46	46	8	8	12	12	0	0	1	1	4	4	16	16	3	3	0	0	0	0	2	2	0	0	S1	488222	                    Streptococcus pneumoniae JJA
0.0001	46	46	10	10	7	7	0	0	0	0	7	7	18	18	3	3	0	0	0	0	1	1	0	0	S1	869216	                    Streptococcus pneumoniae INV200
0.0000	38	38	7	7	5	5	3	3	0	0	1	1	15	15	1	1	0	0	4	4	2	2	0	0	S1	170187	                    Streptococcus pneumoniae TIGR4
0.0000	31	31	3	3	5	5	2	2	0	0	5	5	14	14	1	1	0	0	1	1	0	0	0	0	S1	525381	                    Streptococcus pneumoniae TCH8431/19A
0.0000	29	29	7	7	5	5	1	1	0	0	5	5	8	8	2	2	0	0	1	1	0	0	0	0	S1	1159083	                    Streptococcus pneumoniae PCS8235
0.0000	29	29	8	8	6	6	0	0	0	0	2	2	13	13	0	0	0	0	0	0	0	0	0	0	S1	869269	                    Streptococcus pneumoniae INV104
0.0000	28	28	5	5	6	6	0	0	0	0	4	4	11	11	1	1	1	1	0	0	0	0	0	0	S1	488221	                    Streptococcus pneumoniae 70585
0.0000	24	24	6	6	7	7	0	0	0	0	1	1	9	9	1	1	0	0	0	0	0	0	0	0	S1	869304	                    Streptococcus pneumoniae SPN034183
0.0000	21	21	7	7	1	1	1	1	0	0	4	4	6	6	2	2	0	0	0	0	0	0	0	0	S1	487213	                    Streptococcus pneumoniae Taiwan19F-14
0.0000	19	19	4	4	2	2	0	0	1	1	3	3	7	7	2	2	0	0	0	0	0	0	0	0	S1	869311	                    Streptococcus pneumoniae SPN032672
0.0000	18	18	1	1	5	5	0	0	0	0	2	2	9	9	1	1	0	0	0	0	0	0	0	0	S1	697283	                    Streptococcus pneumoniae gamPNI0373
0.0000	18	18	2	2	1	1	0	0	1	1	4	4	10	10	0	0	0	0	0	0	0	0	0	0	S1	869215	                    Streptococcus pneumoniae OXC141
0.0000	11	11	2	2	4	4	0	0	0	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0	S1	171101	                    Streptococcus pneumoniae R6
0.0000	8	8	0	0	3	3	0	0	0	0	1	1	3	3	1	1	0	0	0	0	0	0	0	0	S1	373153	                    Streptococcus pneumoniae D39
0.0000	8	8	2	2	3	3	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	S1	488223	                    Streptococcus pneumoniae P1031
0.0000	6	6	2	2	1	1	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	S1	869303	                    Streptococcus pneumoniae SPN034156
0.0000	5	5	2	2	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	S1	869306	                    Streptococcus pneumoniae SPN994038
0.0000	3	3	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	S1	869307	                    Streptococcus pneumoniae SPN994039
0.0154	11722	11722	1066	1066	295	295	160	160	301	301	3688	3688	5828	5828	248	248	34	34	34	34	44	44	24	24	S	113107	                  Streptococcus australis
0.0139	10600	7108	1594	1074	966	607	623	366	286	201	1810	1093	4007	2905	508	347	70	54	219	154	255	143	262	164	S	1303	                  Streptococcus oralis
0.0017	1264	1264	112	112	175	175	206	206	19	19	217	217	483	483	29	29	2	2	4	4	12	12	5	5	S1	1077464	                    Streptococcus oralis subsp. tigurinus
0.0014	1042	1042	231	231	65	65	10	10	43	43	221	221	246	246	59	59	7	7	31	31	62	62	67	67	S1	1891914	                    Streptococcus oralis subsp. oralis
0.0008	610	610	78	78	74	74	10	10	13	13	129	129	219	219	28	28	2	2	18	18	25	25	14	14	S1	927666	                    Streptococcus oralis Uo5
0.0008	573	573	99	99	45	45	31	31	10	10	150	150	153	153	43	43	5	5	12	12	13	13	12	12	S1	1458253	                    Streptococcus oralis subsp. dentisani
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	S1	655813	                    Streptococcus oralis ATCC 35037
0.0133	10136	9695	304	287	273	269	879	858	104	99	2805	2793	5090	4724	323	317	31	31	94	94	85	81	148	142	S	1314	                  Streptococcus pyogenes
0.0002	179	179	0	0	0	0	0	0	0	0	0	0	179	179	0	0	0	0	0	0	0	0	0	0	S1	1010840	                    Streptococcus pyogenes MGAS1882
0.0002	128	128	0	0	0	0	0	0	0	0	0	0	128	128	0	0	0	0	0	0	0	0	0	0	S1	1336746	                    Streptococcus pyogenes HSC5
0.0001	101	0	13	0	3	0	17	0	4	0	5	0	51	0	6	0	0	0	0	0	2	0	0	0	S1	342023	                    Streptococcus pyogenes serotype M12
0.0001	99	99	12	12	3	3	17	17	4	4	5	5	50	50	6	6	0	0	0	0	2	2	0	0	S2	1048264	                      Streptococcus pyogenes HKU QMH11M0907901
0.0000	2	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	370551	                      Streptococcus pyogenes MGAS9429
0.0000	18	0	3	0	0	0	1	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	6	0	S1	404331	                    Streptococcus pyogenes serotype M4
0.0000	18	18	3	3	0	0	1	1	1	1	6	6	1	1	0	0	0	0	0	0	0	0	6	6	S2	370554	                      Streptococcus pyogenes MGAS10750
0.0000	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	S1	301447	                    Streptococcus pyogenes serotype M1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	S2	160490	                      Streptococcus pyogenes M1 GAS
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	S2	1207470	                      Streptococcus pyogenes M1 476
0.0000	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	S1	301448	                    Streptococcus pyogenes serotype M3
0.0000	3	3	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	198466	                      Streptococcus pyogenes MGAS315
0.0000	2	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	S1	1437008	                    Streptococcus pyogenes STAB1102
0.0000	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	S1	798299	                    Streptococcus pyogenes serotype M59
0.0000	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S2	798300	                      Streptococcus pyogenes MGAS15252
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	S1	301452	                    Streptococcus pyogenes serotype M49
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	471876	                      Streptococcus pyogenes NZ131
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	S1	404330	                    Streptococcus pyogenes serotype M2
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	370552	                      Streptococcus pyogenes MGAS10270
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S1	1150773	                    Streptococcus pyogenes JRS4
0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	301449	                    Streptococcus pyogenes serotype M5
0.0000	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S2	160491	                      Streptococcus pyogenes str. Manfredo
0.0111	8457	7173	585	551	291	275	1687	1487	69	60	2003	1802	3390	2607	139	123	18	16	37	35	155	143	83	74	S	1311	                  Streptococcus agalactiae
0.0006	450	450	6	6	2	2	138	138	2	2	127	127	170	170	5	5	0	0	0	0	0	0	0	0	S1	342614	                    Streptococcus agalactiae 515
0.0005	386	386	0	0	0	0	0	0	0	0	2	2	380	380	3	3	0	0	0	0	1	1	0	0	S1	1309806	                    Streptococcus agalactiae 09mas018883
0.0003	223	223	9	9	9	9	14	14	6	6	23	23	140	140	4	4	1	1	2	2	6	6	9	9	S1	1309807	                    Streptococcus agalactiae ILRI005
0.0001	89	0	0	0	2	0	34	0	0	0	23	0	29	0	1	0	0	0	0	0	0	0	0	0	S1	216466	                    Streptococcus agalactiae serogroup V
0.0001	89	89	0	0	2	2	34	34	0	0	23	23	29	29	1	1	0	0	0	0	0	0	0	0	S2	208435	                      Streptococcus agalactiae 2603V/R
0.0001	72	72	15	15	0	0	10	10	1	1	8	8	34	34	0	0	1	1	0	0	3	3	0	0	S1	1427374	                    Streptococcus agalactiae CNCTC 10/84
0.0000	34	34	3	3	1	1	2	2	0	0	5	5	21	21	1	1	0	0	0	0	1	1	0	0	S1	342617	                    Streptococcus agalactiae CJB111
0.0000	14	14	0	0	0	0	0	0	0	0	10	10	2	2	1	1	0	0	0	0	1	1	0	0	S1	342616	                    Streptococcus agalactiae COH1
0.0000	6	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	S1	216495	                    Streptococcus agalactiae serogroup III
0.0000	6	6	0	0	2	2	2	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	S2	211110	                      Streptococcus agalactiae NEM316
0.0000	6	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	S1	355315	                    Streptococcus agalactiae serogroup Ia
0.0000	6	6	1	1	0	0	0	0	0	0	2	2	3	3	0	0	0	0	0	0	0	0	0	0	S2	205921	                      Streptococcus agalactiae A909
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	S1	1203670	                    Streptococcus agalactiae GD201008-001
0.0102	7775	6446	64	52	43	35	62	41	8	5	236	175	7137	6005	112	29	8	8	10	9	79	71	16	16	S	102684	                  Streptococcus infantarius
0.0017	1329	0	12	0	8	0	21	0	3	0	61	0	1132	0	83	0	0	0	1	0	8	0	0	0	S1	150054	                    Streptococcus infantarius subsp. infantarius
0.0017	1329	1329	12	12	8	8	21	21	3	3	61	61	1132	1132	83	83	0	0	1	1	8	8	0	0	S2	1069533	                      Streptococcus infantarius subsp. infantarius CJ18
0.0093	7106	5630	974	786	351	267	164	141	356	266	979	804	2552	1964	275	203	106	91	316	287	923	724	110	97	S	1305	                  Streptococcus sanguinis
0.0019	1476	1476	188	188	84	84	23	23	90	90	175	175	588	588	72	72	15	15	29	29	199	199	13	13	S1	388919	                    Streptococcus sanguinis SK36
0.0089	6810	6810	116	116	23	23	106	106	78	78	687	687	4592	4592	29	29	97	97	919	919	49	49	114	114	S	1329	                  Streptococcus canis
0.0089	6806	6806	647	647	247	247	115	115	273	273	1949	1949	3347	3347	138	138	29	29	17	17	20	20	24	24	S	1156431	                  Streptococcus ilei
0.0082	6243	6243	157	157	46	46	43	43	29	29	3383	3383	2198	2198	90	90	26	26	60	60	87	87	124	124	S	1340	                  Streptococcus porcinus
0.0082	6224	6224	537	537	751	751	724	724	199	199	108	108	3392	3392	365	365	9	9	23	23	101	101	15	15	S	1343	                  Streptococcus vestibularis
0.0072	5480	5468	608	606	334	334	177	173	310	310	469	468	2916	2912	179	178	34	34	190	190	165	165	98	98	S	1302	                  Streptococcus gordonii
0.0000	12	0	2	0	0	0	4	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	S1	29390	                    Streptococcus gordonii str. Challis
0.0000	12	12	2	2	0	0	4	4	0	0	1	1	4	4	1	1	0	0	0	0	0	0	0	0	S2	467705	                      Streptococcus gordonii str. Challis substr. CH1
0.0070	5351	5351	350	350	94	94	1314	1314	101	101	1443	1443	1879	1879	72	72	69	69	11	11	11	11	7	7	S	1234680	                  Streptococcus rubneri
0.0049	3711	3711	347	347	141	141	73	73	121	121	939	939	1967	1967	80	80	19	19	2	2	10	10	12	12	S	2382163	                  Streptococcus koreensis
0.0046	3525	3525	127	127	66	66	58	58	28	28	159	159	2821	2821	99	99	26	26	47	47	58	58	36	36	S	82348	                  Streptococcus pluranimalium
0.0040	3073	3073	1763	1763	127	127	18	18	20	20	301	301	613	613	18	18	19	19	55	55	26	26	113	113	S	1501662	                  Streptococcus parasuis
0.0039	2936	2936	63	63	23	23	33	33	18	18	1391	1391	1238	1238	69	69	20	20	11	11	12	12	58	58	S	361101	                  Streptococcus pseudoporcinus
0.0038	2902	2902	616	616	235	235	83	83	78	78	550	550	1053	1053	74	74	46	46	10	10	129	129	28	28	S	68892	                  Streptococcus infantis
0.0036	2757	2757	53	53	13	13	28	28	21	21	28	28	2433	2433	64	64	11	11	46	46	29	29	31	31	S	1345	                  Streptococcus ferus
0.0033	2538	1311	291	123	110	46	87	35	134	47	634	347	962	520	57	17	32	14	51	37	62	18	118	107	S	45634	                  Streptococcus cristatus
0.0015	1105	1105	166	166	61	61	29	29	86	86	212	212	429	429	35	35	18	18	14	14	44	44	11	11	S1	889201	                    Streptococcus cristatus ATCC 51100
0.0002	122	122	2	2	3	3	23	23	1	1	75	75	13	13	5	5	0	0	0	0	0	0	0	0	S1	1302863	                    Streptococcus cristatus AS 1.3089
0.0029	2221	2096	80	77	23	23	65	47	81	80	46	46	1754	1657	33	29	27	25	27	27	45	45	40	40	S	1349	                  Streptococcus uberis
0.0002	125	125	3	3	0	0	18	18	1	1	0	0	97	97	4	4	2	2	0	0	0	0	0	0	S1	218495	                    Streptococcus uberis 0140J
0.0028	2096	2096	41	41	19	19	8	8	15	15	1666	1666	293	293	9	9	12	12	3	3	17	17	13	13	S	33040	                  Streptococcus milleri
0.0026	2005	2005	202	202	356	356	14	14	17	17	115	115	940	940	88	88	61	61	41	41	42	42	129	129	S	1326	                  Streptococcus acidominimus
0.0024	1833	0	378	0	248	0	35	0	25	0	224	0	781	0	106	0	12	0	1	0	17	0	6	0	S	257758	                  Streptococcus pseudopneumoniae
0.0024	1833	1833	378	378	248	248	35	35	25	25	224	224	781	781	106	106	12	12	1	1	17	17	6	6	S1	1054460	                    Streptococcus pseudopneumoniae IS7493
0.0022	1694	1694	114	114	102	102	61	61	38	38	49	49	1081	1081	35	35	10	10	26	26	65	65	113	113	S	1310	                  Streptococcus sobrinus
0.0021	1616	1616	66	66	8	8	11	11	12	12	230	230	1128	1128	37	37	4	4	48	48	6	6	66	66	S	2021971	                  Streptococcus respiraculi
0.0021	1580	1490	49	47	15	9	32	31	11	11	74	71	1323	1255	23	21	7	6	26	22	13	11	7	6	S	1348	                  Streptococcus parauberis
0.0001	90	90	2	2	6	6	1	1	0	0	3	3	68	68	2	2	1	1	4	4	2	2	1	1	S1	873447	                    Streptococcus parauberis NCFD 2020
0.0020	1520	1520	88	88	87	87	130	130	15	15	123	123	882	882	63	63	23	23	17	17	24	24	68	68	S	1814128	                  Streptococcus halotolerans
0.0019	1477	1477	109	109	8	8	23	23	31	31	23	23	1029	1029	24	24	6	6	94	94	58	58	72	72	S	1341	                  Streptococcus ratti
0.0017	1306	1306	84	84	9	9	57	57	22	22	30	30	915	915	38	38	14	14	72	72	32	32	33	33	S	149016	                  Streptococcus urinalis
0.0015	1156	1156	39	39	30	30	40	40	16	16	93	93	837	837	20	20	9	9	21	21	23	23	28	28	S	1346	                  Streptococcus iniae
0.0013	956	956	56	56	12	12	40	40	17	17	11	11	738	738	13	13	6	6	47	47	8	8	8	8	S	254785	                  Streptococcus halichoeri
0.0012	891	891	86	86	65	65	15	15	9	9	8	8	589	589	51	51	9	9	20	20	25	25	14	14	S	1111760	                  Streptococcus troglodytae
0.0012	879	879	36	36	8	8	23	23	19	19	127	127	571	571	9	9	10	10	26	26	2	2	48	48	S	2173853	                  Streptococcus chenjunshii
0.0011	847	847	187	187	106	106	22	22	16	16	126	126	275	275	78	78	4	4	6	6	22	22	5	5	S	1433513	                  Streptococcus gwangjuense
0.0010	725	725	27	27	5	5	40	40	5	5	5	5	576	576	18	18	3	3	20	20	11	11	15	15	S	1825069	                  Streptococcus marmotae
0.0009	704	704	123	123	32	32	14	14	34	34	28	28	384	384	9	9	10	10	4	4	20	20	46	46	S	400065	                  Streptococcus merionis
0.0009	653	653	38	38	8	8	13	13	12	12	9	9	438	438	5	5	4	4	30	30	33	33	63	63	S	1811193	                  Streptococcus pantholopis
0.0008	628	628	34	34	31	31	15	15	17	17	26	26	447	447	12	12	7	7	4	4	7	7	28	28	S	1888195	                  Streptococcus himalayensis
0.0008	596	596	93	93	15	15	6	6	4	4	54	54	329	329	56	56	7	7	5	5	4	4	23	23	S	1917441	                  Streptococcus ruminantium
0.0004	295	295	24	24	3	3	12	12	12	12	32	32	197	197	10	10	3	3	1	1	0	0	1	1	S	2490633	                  Streptococcus periodonticum
0.0001	47	47	9	9	0	0	1	1	1	1	18	18	17	17	1	1	0	0	0	0	0	0	0	0	S	78535	                  Streptococcus viridans
0.0295	22483	2576	1106	217	539	56	836	74	1439	163	5545	571	9272	701	921	84	278	40	953	353	858	159	736	158	G	1357	                Lactococcus
0.0116	8824	4369	122	68	88	66	153	85	993	601	2037	249	4856	2951	262	138	31	18	120	78	51	44	111	71	S	1358	                  Lactococcus lactis
0.0059	4455	3571	54	52	22	14	68	65	392	284	1788	1685	1905	1295	124	85	13	13	42	34	7	5	40	39	S1	1360	                    Lactococcus lactis subsp. lactis
0.0005	372	372	2	2	8	8	2	2	47	47	92	92	197	197	21	21	0	0	1	1	1	1	1	1	S2	44688	                      Lactococcus lactis subsp. lactis bv. diacetylactis
0.0004	330	330	0	0	0	0	1	1	34	34	5	5	269	269	13	13	0	0	7	7	1	1	0	0	S2	1046624	                      Lactococcus lactis subsp. lactis IO-1
0.0001	49	49	0	0	0	0	0	0	9	9	3	3	35	35	2	2	0	0	0	0	0	0	0	0	S2	684738	                      Lactococcus lactis subsp. lactis KF147
0.0001	46	46	0	0	0	0	0	0	4	4	2	2	38	38	2	2	0	0	0	0	0	0	0	0	S2	1117941	                      Lactococcus lactis subsp. lactis NCDO 2118
0.0001	44	44	0	0	0	0	0	0	6	6	0	0	37	37	1	1	0	0	0	0	0	0	0	0	S2	272623	                      Lactococcus lactis subsp. lactis Il1403
0.0001	42	42	0	0	0	0	0	0	8	8	1	1	33	33	0	0	0	0	0	0	0	0	0	0	S2	929102	                      Lactococcus lactis subsp. lactis CV56
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	889971	                      Lactococcus lactis subsp. lactis K214
0.0046	3492	413	134	12	178	30	211	22	8	2	925	88	1628	228	179	14	12	0	32	5	140	12	45	0	S	1364	                  Lactococcus piscium
0.0040	3079	3079	122	122	148	148	189	189	6	6	837	837	1400	1400	165	165	12	12	27	27	128	128	45	45	S1	297352	                    Lactococcus piscium MKFS47
0.0031	2369	1674	122	94	46	38	66	52	152	97	898	718	457	329	148	137	130	55	109	74	135	49	106	31	S	1359	                  Lactococcus cremoris
0.0009	695	3	28	0	8	1	14	0	55	1	180	0	128	1	11	0	75	0	35	0	86	0	75	0	S1	2816960	                    Lactococcus cremoris subsp. cremoris
0.0005	405	405	8	8	4	4	9	9	26	26	60	60	47	47	3	3	74	74	21	21	83	83	70	70	S2	1104322	                      Lactococcus lactis subsp. cremoris A76
0.0002	145	145	4	4	1	1	0	0	10	10	89	89	40	40	0	0	0	0	0	0	1	1	0	0	S2	272622	                      Lactococcus lactis subsp. cremoris SK11
0.0001	56	56	1	1	0	0	2	2	12	12	6	6	24	24	1	1	0	0	5	5	2	2	3	3	S2	1449093	                      Lactococcus lactis subsp. cremoris IBB477
0.0001	44	44	13	13	0	0	1	1	1	1	4	4	11	11	2	2	1	1	9	9	0	0	2	2	S2	1295826	                      Lactococcus lactis subsp. cremoris KW2
0.0000	33	33	0	0	1	1	1	1	5	5	19	19	4	4	3	3	0	0	0	0	0	0	0	0	S2	1111678	                      Lactococcus lactis subsp. cremoris UC509.9
0.0000	5	5	2	2	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	S2	416870	                      Lactococcus lactis subsp. cremoris MG1363
0.0000	4	4	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	S2	746361	                      Lactococcus lactis subsp. cremoris NZ9000
0.0027	2063	2063	97	97	43	43	80	80	44	44	392	392	1118	1118	67	67	10	10	37	37	71	71	104	104	S	1366	                  Lactococcus raffinolactis
0.0022	1661	1660	295	294	42	42	175	175	50	50	298	298	151	151	110	110	29	29	136	136	200	200	175	175	S	1363	                  Lactococcus garvieae
0.0000	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	420890	                    Lactococcus garvieae Lg2
0.0007	549	549	22	22	24	24	32	32	3	3	147	147	267	267	17	17	3	3	5	5	29	29	0	0	S	2749961	                  Lactococcus carnosus
0.0005	369	369	37	37	29	29	28	28	19	19	12	12	50	50	7	7	10	10	129	129	30	30	18	18	S	1151742	                  Lactococcus taiwanensis
0.0004	304	28	17	1	16	1	11	0	3	0	206	16	7	2	27	3	6	3	3	0	4	1	4	1	G1	2643510	                  unclassified Lactococcus
0.0002	185	185	3	3	0	0	6	6	0	0	173	173	0	0	1	1	1	1	1	1	0	0	0	0	S	2816910	                    Lactococcus sp. LG1267
0.0001	88	88	13	13	15	15	5	5	3	3	17	17	3	3	23	23	1	1	2	2	3	3	3	3	S	2816912	                    Lactococcus sp. LG606
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	S	2816911	                    Lactococcus sp. LG592
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S	2816909	                    Lactococcus sp. LG1074
0.0002	140	140	36	36	13	13	4	4	3	3	7	7	16	16	1	1	3	3	16	16	32	32	9	9	S	2592653	                  Lactococcus protaetiae
0.0001	114	114	4	4	4	4	1	1	1	1	48	48	8	8	19	19	4	4	13	13	6	6	6	6	S	2419773	                  Lactococcus allomyrinae
0.0000	21	21	2	2	0	0	1	1	0	0	4	4	13	13	0	0	0	0	0	0	1	1	0	0	S	2749962	                  Lactococcus paracarnosus
0.0000	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1940789	                  Lactococcus petauri
0.4181	318122	4558	6588	281	21394	322	4857	228	109150	204	125894	2428	5218	137	19850	114	8697	196	6430	216	4042	164	6002	268	F	33958	              Lactobacillaceae
0.1518	115475	6585	917	80	3471	313	120	14	174	44	91774	5583	908	44	16674	166	336	43	455	181	344	35	302	82	G	2759736	                Lacticaseibacillus
0.1121	85320	61256	460	320	3089	1827	14	12	30	24	80839	58422	44	39	637	461	79	50	19	13	57	52	52	36	S	1597	                  Lacticaseibacillus paracasei
0.0151	11503	11503	39	39	281	281	1	1	0	0	11064	11064	4	4	92	92	13	13	4	4	3	3	2	2	S1	113557	                    Lacticaseibacillus paracasei subsp. tolerans
0.0126	9583	8630	90	82	920	887	1	1	5	5	8473	7566	1	1	62	58	13	12	2	2	2	2	14	14	S1	47714	                    Lacticaseibacillus paracasei subsp. paracasei
0.0013	953	953	8	8	33	33	0	0	0	0	907	907	0	0	4	4	1	1	0	0	0	0	0	0	S2	537973	                      Lacticaseibacillus paracasei subsp. paracasei 8700:2
0.0024	1817	1817	7	7	40	40	0	0	1	1	1754	1754	0	0	13	13	2	2	0	0	0	0	0	0	S1	321967	                    Lacticaseibacillus paracasei ATCC 334
0.0015	1143	1143	4	4	20	20	0	0	0	0	1109	1109	0	0	9	9	1	1	0	0	0	0	0	0	S1	1446494	                    Lacticaseibacillus paracasei N1115
0.0000	18	18	0	0	1	1	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	S1	903522	                    Lacticaseibacillus paracasei TXW
0.0284	21609	20373	269	258	34	32	45	45	39	39	4603	4354	622	593	15803	14865	19	18	57	57	80	74	38	38	S	47715	                  Lacticaseibacillus rhamnosus
0.0007	499	499	4	4	1	1	0	0	0	0	69	69	14	14	411	411	0	0	0	0	0	0	0	0	S1	568703	                    Lacticaseibacillus rhamnosus GG
0.0002	181	181	1	1	0	0	0	0	0	0	23	23	3	3	151	151	0	0	0	0	3	3	0	0	S1	1380361	                    Lacticaseibacillus rhamnosus DSM 14870
0.0002	176	176	1	1	0	0	0	0	0	0	54	54	5	5	115	115	0	0	0	0	1	1	0	0	S1	568704	                    Lacticaseibacillus rhamnosus Lc 705
0.0002	167	167	3	3	1	1	0	0	0	0	48	48	1	1	114	114	0	0	0	0	0	0	0	0	S1	1088720	                    Lacticaseibacillus rhamnosus ATCC 8530
0.0001	94	94	0	0	0	0	0	0	0	0	17	17	3	3	73	73	0	0	0	0	1	1	0	0	S1	1316933	                    Lacticaseibacillus rhamnosus LOCK900
0.0001	88	88	2	2	0	0	0	0	0	0	9	9	3	3	74	74	0	0	0	0	0	0	0	0	S1	1318634	                    Lacticaseibacillus rhamnosus LOCK908
0.0000	31	31	0	0	0	0	0	0	0	0	29	29	0	0	0	0	1	1	0	0	1	1	0	0	S1	486408	                    Lacticaseibacillus rhamnosus HN001
0.0011	827	827	44	44	16	16	28	28	28	28	176	176	188	188	29	29	165	165	66	66	30	30	57	57	S	57037	                  Lacticaseibacillus zeae
